version,trade_id,entry_mode,stock_code,stock_name,session,scan_session,decision_session,decision_time,session_valid_at_decision,strategy,TP,SL,signal_time,entry_time,exit_time,holding_sec,entry_price,exit_price,return_rate,MFE,MAE,result,score,score_trading_value,score_high_position,score_value_growth,score_volume_growth,shadow_group,rule_version,pre_fail_reason,medium_trend_positive_count,medium_trend_all_positive,wide_high_gap_lower_bound,wide_high_gap_upper_bound,signal_price,entry_decision_time,entry_signal_price,entry_delay_from_first75_sec,entry_vs_first75_pct,high_gap,trading_value_source,actual_trading_value,estimated_trading_value,first_ws_time,first_ws_price,first_ws_delay_sec,first_ws_vs_signal_pct,first_ws_vs_entry_pct,first_ws_gap_abs_pct,watch_start_time,watch_start_price,watch_start_score,watch_to_signal_sec,watch_episode_id,watch_episode_start_time,watch_episode_start_price,watch_episode_start_score,watch_episode_to_signal_sec,stock_entry_seq_today,mode_entry_seq_today,is_reentry,previous_same_mode_result,previous_same_mode_trade_id,scan_start_time,first_75_time,first_75_price,first_75_score,first_75_pre_result,first_75_pre_status,first_75_pre_reason,price_30s_positive,price_60s_positive,first75_price_30s_positive,had_prior_shadow_70_74,prior_shadow_trade_id,prior_shadow_time,prior_shadow_price,prior_shadow_score,prior_shadow_to_first75_sec,prior_shadow_to_first75_pct,pre_status,pre_entry_type,later_pass_origin,first_75_to_pre_entry_sec,confirm_first_signal_time,confirm_first_signal_price,confirm_delay_sec,confirm_rise_pct,price_change_15s,price_change_15s_actual_sec,price_change_30s,price_change_30s_actual_sec,price_change_60s,price_change_60s_actual_sec,price_change_120s,price_change_120s_actual_sec,price_change_180s,price_change_180s_actual_sec,price_change_300s,price_change_300s_actual_sec,high_gap_change_30s,high_gap_change_30s_actual_sec,high_gap_change_60s,high_gap_change_60s_actual_sec,high_gap_change_120s,high_gap_change_120s_actual_sec,high_gap_change_180s,high_gap_change_180s_actual_sec,high_gap_change_300s,high_gap_change_300s_actual_sec
v1.7.1,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E036_144707928591,NEW_WATCH_RECLAIM_SHADOW,047040,대우건설,MAIN,MAIN,MAIN,2026-09-08 14:47:07.868,True,T125_S250,1.25,-2.5,2026-09-08 14:47:07.868,2026-09-08 14:47:07.928,2026-09-08 15:20:42.116,2014.187,20770.75,19940.0,-4.0,-0.1,-4.0,STOP_LOSS,63,40,14,5,4,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,,,,,,20750.0,2026-09-08 14:47:07.868,20750.0,,,2.5821596244131455,ACTUAL,497962000000.0,509711922500.0,,,,,,,2026-09-08 09:04:09.225,19730.0,89.0,20565.355173,20260908_047040_E036,2026-09-08 14:46:54.580,20750.0,63.0,0.0,106,31,True,OPEN,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E035_144139500886,2026-09-08 14:46:54.580,,,,,,,0.24154589371980675,0.0,,False,,,,,,,,,,,,,,,0.48426150121065376,15.847488403320312,0.24154589371980675,31.354032039642334,0.0,62.20020413398743,-0.2403846153846154,125.06000995635986,-0.2403846153846154,172.7019238471985,0.24154589371980675,296.622102022171,-0.23474178403755896,31.354032039642334,0.0,62.20020413398743,0.23474178403755896,125.06000995635986,0.23474178403755896,172.7019238471985,-0.23474178403755896,296.622102022171
v1.7.1,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E036_144707928591,NEW_WATCH_RECLAIM_SHADOW,047040,대우건설,MAIN,MAIN,MAIN,2026-09-08 14:47:07.868,True,T125_S275,1.25,-2.75,2026-09-08 14:47:07.868,2026-09-08 14:47:07.928,2026-09-08 15:20:42.116,2014.187,20770.75,19940.0,-4.0,-0.1,-4.0,STOP_LOSS,63,40,14,5,4,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,,,,,,20750.0,2026-09-08 14:47:07.868,20750.0,,,2.5821596244131455,ACTUAL,497962000000.0,509711922500.0,,,,,,,2026-09-08 09:04:09.225,19730.0,89.0,20565.355173,20260908_047040_E036,2026-09-08 14:46:54.580,20750.0,63.0,0.0,106,31,True,OPEN,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E035_144139500886,2026-09-08 14:46:54.580,,,,,,,0.24154589371980675,0.0,,False,,,,,,,,,,,,,,,0.48426150121065376,15.847488403320312,0.24154589371980675,31.354032039642334,0.0,62.20020413398743,-0.2403846153846154,125.06000995635986,-0.2403846153846154,172.7019238471985,0.24154589371980675,296.622102022171,-0.23474178403755896,31.354032039642334,0.0,62.20020413398743,0.23474178403755896,125.06000995635986,0.23474178403755896,172.7019238471985,-0.23474178403755896,296.622102022171
v1.7.1,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E036_144707928591,NEW_WATCH_RECLAIM_SHADOW,047040,대우건설,MAIN,MAIN,MAIN,2026-09-08 14:47:07.868,True,T125_S300,1.25,-3.0,2026-09-08 14:47:07.868,2026-09-08 14:47:07.928,2026-09-08 15:20:42.116,2014.187,20770.75,19940.0,-4.0,-0.1,-4.0,STOP_LOSS,63,40,14,5,4,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,,,,,,20750.0,2026-09-08 14:47:07.868,20750.0,,,2.5821596244131455,ACTUAL,497962000000.0,509711922500.0,,,,,,,2026-09-08 09:04:09.225,19730.0,89.0,20565.355173,20260908_047040_E036,2026-09-08 14:46:54.580,20750.0,63.0,0.0,106,31,True,OPEN,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E035_144139500886,2026-09-08 14:46:54.580,,,,,,,0.24154589371980675,0.0,,False,,,,,,,,,,,,,,,0.48426150121065376,15.847488403320312,0.24154589371980675,31.354032039642334,0.0,62.20020413398743,-0.2403846153846154,125.06000995635986,-0.2403846153846154,172.7019238471985,0.24154589371980675,296.622102022171,-0.23474178403755896,31.354032039642334,0.0,62.20020413398743,0.23474178403755896,125.06000995635986,0.23474178403755896,172.7019238471985,-0.23474178403755896,296.622102022171
v1.7.1,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E036_144707928591,NEW_WATCH_RECLAIM_SHADOW,047040,대우건설,MAIN,MAIN,MAIN,2026-09-08 14:47:07.868,True,T125_S325,1.25,-3.25,2026-09-08 14:47:07.868,2026-09-08 14:47:07.928,2026-09-08 15:20:42.116,2014.187,20770.75,19940.0,-4.0,-0.1,-4.0,STOP_LOSS,63,40,14,5,4,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,,,,,,20750.0,2026-09-08 14:47:07.868,20750.0,,,2.5821596244131455,ACTUAL,497962000000.0,509711922500.0,,,,,,,2026-09-08 09:04:09.225,19730.0,89.0,20565.355173,20260908_047040_E036,2026-09-08 14:46:54.580,20750.0,63.0,0.0,106,31,True,OPEN,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E035_144139500886,2026-09-08 14:46:54.580,,,,,,,0.24154589371980675,0.0,,False,,,,,,,,,,,,,,,0.48426150121065376,15.847488403320312,0.24154589371980675,31.354032039642334,0.0,62.20020413398743,-0.2403846153846154,125.06000995635986,-0.2403846153846154,172.7019238471985,0.24154589371980675,296.622102022171,-0.23474178403755896,31.354032039642334,0.0,62.20020413398743,0.23474178403755896,125.06000995635986,0.23474178403755896,172.7019238471985,-0.23474178403755896,296.622102022171
v1.7.1,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E036_144707928591,NEW_WATCH_RECLAIM_SHADOW,047040,대우건설,MAIN,MAIN,MAIN,2026-09-08 14:47:07.868,True,T125_S350,1.25,-3.5,2026-09-08 14:47:07.868,2026-09-08 14:47:07.928,2026-09-08 15:20:42.117,2014.189,20770.75,19940.0,-4.0,-0.1,-4.0,STOP_LOSS,63,40,14,5,4,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,,,,,,20750.0,2026-09-08 14:47:07.868,20750.0,,,2.5821596244131455,ACTUAL,497962000000.0,509711922500.0,,,,,,,2026-09-08 09:04:09.225,19730.0,89.0,20565.355173,20260908_047040_E036,2026-09-08 14:46:54.580,20750.0,63.0,0.0,106,31,True,OPEN,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E035_144139500886,2026-09-08 14:46:54.580,,,,,,,0.24154589371980675,0.0,,False,,,,,,,,,,,,,,,0.48426150121065376,15.847488403320312,0.24154589371980675,31.354032039642334,0.0,62.20020413398743,-0.2403846153846154,125.06000995635986,-0.2403846153846154,172.7019238471985,0.24154589371980675,296.622102022171,-0.23474178403755896,31.354032039642334,0.0,62.20020413398743,0.23474178403755896,125.06000995635986,0.23474178403755896,172.7019238471985,-0.23474178403755896,296.622102022171
v1.7.1,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E036_144707928591,NEW_WATCH_RECLAIM_SHADOW,047040,대우건설,MAIN,MAIN,MAIN,2026-09-08 14:47:07.868,True,T150_S050,1.5,-0.5,2026-09-08 14:47:07.868,2026-09-08 14:47:07.928,2026-09-08 15:20:42.117,2014.189,20770.75,19940.0,-4.0,-0.1,-4.0,STOP_LOSS,63,40,14,5,4,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,,,,,,20750.0,2026-09-08 14:47:07.868,20750.0,,,2.5821596244131455,ACTUAL,497962000000.0,509711922500.0,,,,,,,2026-09-08 09:04:09.225,19730.0,89.0,20565.355173,20260908_047040_E036,2026-09-08 14:46:54.580,20750.0,63.0,0.0,106,31,True,OPEN,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E035_144139500886,2026-09-08 14:46:54.580,,,,,,,0.24154589371980675,0.0,,False,,,,,,,,,,,,,,,0.48426150121065376,15.847488403320312,0.24154589371980675,31.354032039642334,0.0,62.20020413398743,-0.2403846153846154,125.06000995635986,-0.2403846153846154,172.7019238471985,0.24154589371980675,296.622102022171,-0.23474178403755896,31.354032039642334,0.0,62.20020413398743,0.23474178403755896,125.06000995635986,0.23474178403755896,172.7019238471985,-0.23474178403755896,296.622102022171
v1.7.1,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E036_144707928591,NEW_WATCH_RECLAIM_SHADOW,047040,대우건설,MAIN,MAIN,MAIN,2026-09-08 14:47:07.868,True,T150_S075,1.5,-0.75,2026-09-08 14:47:07.868,2026-09-08 14:47:07.928,2026-09-08 15:20:42.117,2014.189,20770.75,19940.0,-4.0,-0.1,-4.0,STOP_LOSS,63,40,14,5,4,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,,,,,,20750.0,2026-09-08 14:47:07.868,20750.0,,,2.5821596244131455,ACTUAL,497962000000.0,509711922500.0,,,,,,,2026-09-08 09:04:09.225,19730.0,89.0,20565.355173,20260908_047040_E036,2026-09-08 14:46:54.580,20750.0,63.0,0.0,106,31,True,OPEN,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E035_144139500886,2026-09-08 14:46:54.580,,,,,,,0.24154589371980675,0.0,,False,,,,,,,,,,,,,,,0.48426150121065376,15.847488403320312,0.24154589371980675,31.354032039642334,0.0,62.20020413398743,-0.2403846153846154,125.06000995635986,-0.2403846153846154,172.7019238471985,0.24154589371980675,296.622102022171,-0.23474178403755896,31.354032039642334,0.0,62.20020413398743,0.23474178403755896,125.06000995635986,0.23474178403755896,172.7019238471985,-0.23474178403755896,296.622102022171
v1.7.1,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E036_144707928591,NEW_WATCH_RECLAIM_SHADOW,047040,대우건설,MAIN,MAIN,MAIN,2026-09-08 14:47:07.868,True,T150_S100,1.5,-1.0,2026-09-08 14:47:07.868,2026-09-08 14:47:07.928,2026-09-08 15:20:42.117,2014.189,20770.75,19940.0,-4.0,-0.1,-4.0,STOP_LOSS,63,40,14,5,4,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,,,,,,20750.0,2026-09-08 14:47:07.868,20750.0,,,2.5821596244131455,ACTUAL,497962000000.0,509711922500.0,,,,,,,2026-09-08 09:04:09.225,19730.0,89.0,20565.355173,20260908_047040_E036,2026-09-08 14:46:54.580,20750.0,63.0,0.0,106,31,True,OPEN,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E035_144139500886,2026-09-08 14:46:54.580,,,,,,,0.24154589371980675,0.0,,False,,,,,,,,,,,,,,,0.48426150121065376,15.847488403320312,0.24154589371980675,31.354032039642334,0.0,62.20020413398743,-0.2403846153846154,125.06000995635986,-0.2403846153846154,172.7019238471985,0.24154589371980675,296.622102022171,-0.23474178403755896,31.354032039642334,0.0,62.20020413398743,0.23474178403755896,125.06000995635986,0.23474178403755896,172.7019238471985,-0.23474178403755896,296.622102022171
v1.7.1,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E036_144707928591,NEW_WATCH_RECLAIM_SHADOW,047040,대우건설,MAIN,MAIN,MAIN,2026-09-08 14:47:07.868,True,T150_S125,1.5,-1.25,2026-09-08 14:47:07.868,2026-09-08 14:47:07.928,2026-09-08 15:20:42.117,2014.189,20770.75,19940.0,-4.0,-0.1,-4.0,STOP_LOSS,63,40,14,5,4,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,,,,,,20750.0,2026-09-08 14:47:07.868,20750.0,,,2.5821596244131455,ACTUAL,497962000000.0,509711922500.0,,,,,,,2026-09-08 09:04:09.225,19730.0,89.0,20565.355173,20260908_047040_E036,2026-09-08 14:46:54.580,20750.0,63.0,0.0,106,31,True,OPEN,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E035_144139500886,2026-09-08 14:46:54.580,,,,,,,0.24154589371980675,0.0,,False,,,,,,,,,,,,,,,0.48426150121065376,15.847488403320312,0.24154589371980675,31.354032039642334,0.0,62.20020413398743,-0.2403846153846154,125.06000995635986,-0.2403846153846154,172.7019238471985,0.24154589371980675,296.622102022171,-0.23474178403755896,31.354032039642334,0.0,62.20020413398743,0.23474178403755896,125.06000995635986,0.23474178403755896,172.7019238471985,-0.23474178403755896,296.622102022171
v1.7.1,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E036_144707928591,NEW_WATCH_RECLAIM_SHADOW,047040,대우건설,MAIN,MAIN,MAIN,2026-09-08 14:47:07.868,True,T150_S150,1.5,-1.5,2026-09-08 14:47:07.868,2026-09-08 14:47:07.928,2026-09-08 15:20:42.117,2014.189,20770.75,19940.0,-4.0,-0.1,-4.0,STOP_LOSS,63,40,14,5,4,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,,,,,,20750.0,2026-09-08 14:47:07.868,20750.0,,,2.5821596244131455,ACTUAL,497962000000.0,509711922500.0,,,,,,,2026-09-08 09:04:09.225,19730.0,89.0,20565.355173,20260908_047040_E036,2026-09-08 14:46:54.580,20750.0,63.0,0.0,106,31,True,OPEN,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E035_144139500886,2026-09-08 14:46:54.580,,,,,,,0.24154589371980675,0.0,,False,,,,,,,,,,,,,,,0.48426150121065376,15.847488403320312,0.24154589371980675,31.354032039642334,0.0,62.20020413398743,-0.2403846153846154,125.06000995635986,-0.2403846153846154,172.7019238471985,0.24154589371980675,296.622102022171,-0.23474178403755896,31.354032039642334,0.0,62.20020413398743,0.23474178403755896,125.06000995635986,0.23474178403755896,172.7019238471985,-0.23474178403755896,296.622102022171
v1.7.1,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E036_144707928591,NEW_WATCH_RECLAIM_SHADOW,047040,대우건설,MAIN,MAIN,MAIN,2026-09-08 14:47:07.868,True,T150_S175,1.5,-1.75,2026-09-08 14:47:07.868,2026-09-08 14:47:07.928,2026-09-08 15:20:42.117,2014.189,20770.75,19940.0,-4.0,-0.1,-4.0,STOP_LOSS,63,40,14,5,4,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,,,,,,20750.0,2026-09-08 14:47:07.868,20750.0,,,2.5821596244131455,ACTUAL,497962000000.0,509711922500.0,,,,,,,2026-09-08 09:04:09.225,19730.0,89.0,20565.355173,20260908_047040_E036,2026-09-08 14:46:54.580,20750.0,63.0,0.0,106,31,True,OPEN,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E035_144139500886,2026-09-08 14:46:54.580,,,,,,,0.24154589371980675,0.0,,False,,,,,,,,,,,,,,,0.48426150121065376,15.847488403320312,0.24154589371980675,31.354032039642334,0.0,62.20020413398743,-0.2403846153846154,125.06000995635986,-0.2403846153846154,172.7019238471985,0.24154589371980675,296.622102022171,-0.23474178403755896,31.354032039642334,0.0,62.20020413398743,0.23474178403755896,125.06000995635986,0.23474178403755896,172.7019238471985,-0.23474178403755896,296.622102022171
v1.7.1,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E036_144707928591,NEW_WATCH_RECLAIM_SHADOW,047040,대우건설,MAIN,MAIN,MAIN,2026-09-08 14:47:07.868,True,T150_S200,1.5,-2.0,2026-09-08 14:47:07.868,2026-09-08 14:47:07.928,2026-09-08 15:20:42.118,2014.19,20770.75,19940.0,-4.0,-0.1,-4.0,STOP_LOSS,63,40,14,5,4,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,,,,,,20750.0,2026-09-08 14:47:07.868,20750.0,,,2.5821596244131455,ACTUAL,497962000000.0,509711922500.0,,,,,,,2026-09-08 09:04:09.225,19730.0,89.0,20565.355173,20260908_047040_E036,2026-09-08 14:46:54.580,20750.0,63.0,0.0,106,31,True,OPEN,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E035_144139500886,2026-09-08 14:46:54.580,,,,,,,0.24154589371980675,0.0,,False,,,,,,,,,,,,,,,0.48426150121065376,15.847488403320312,0.24154589371980675,31.354032039642334,0.0,62.20020413398743,-0.2403846153846154,125.06000995635986,-0.2403846153846154,172.7019238471985,0.24154589371980675,296.622102022171,-0.23474178403755896,31.354032039642334,0.0,62.20020413398743,0.23474178403755896,125.06000995635986,0.23474178403755896,172.7019238471985,-0.23474178403755896,296.622102022171
v1.7.1,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E036_144707928591,NEW_WATCH_RECLAIM_SHADOW,047040,대우건설,MAIN,MAIN,MAIN,2026-09-08 14:47:07.868,True,T150_S225,1.5,-2.25,2026-09-08 14:47:07.868,2026-09-08 14:47:07.928,2026-09-08 15:20:42.118,2014.19,20770.75,19940.0,-4.0,-0.1,-4.0,STOP_LOSS,63,40,14,5,4,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,,,,,,20750.0,2026-09-08 14:47:07.868,20750.0,,,2.5821596244131455,ACTUAL,497962000000.0,509711922500.0,,,,,,,2026-09-08 09:04:09.225,19730.0,89.0,20565.355173,20260908_047040_E036,2026-09-08 14:46:54.580,20750.0,63.0,0.0,106,31,True,OPEN,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E035_144139500886,2026-09-08 14:46:54.580,,,,,,,0.24154589371980675,0.0,,False,,,,,,,,,,,,,,,0.48426150121065376,15.847488403320312,0.24154589371980675,31.354032039642334,0.0,62.20020413398743,-0.2403846153846154,125.06000995635986,-0.2403846153846154,172.7019238471985,0.24154589371980675,296.622102022171,-0.23474178403755896,31.354032039642334,0.0,62.20020413398743,0.23474178403755896,125.06000995635986,0.23474178403755896,172.7019238471985,-0.23474178403755896,296.622102022171
v1.7.1,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E036_144707928591,NEW_WATCH_RECLAIM_SHADOW,047040,대우건설,MAIN,MAIN,MAIN,2026-09-08 14:47:07.868,True,T150_S250,1.5,-2.5,2026-09-08 14:47:07.868,2026-09-08 14:47:07.928,2026-09-08 15:20:42.118,2014.19,20770.75,19940.0,-4.0,-0.1,-4.0,STOP_LOSS,63,40,14,5,4,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,,,,,,20750.0,2026-09-08 14:47:07.868,20750.0,,,2.5821596244131455,ACTUAL,497962000000.0,509711922500.0,,,,,,,2026-09-08 09:04:09.225,19730.0,89.0,20565.355173,20260908_047040_E036,2026-09-08 14:46:54.580,20750.0,63.0,0.0,106,31,True,OPEN,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E035_144139500886,2026-09-08 14:46:54.580,,,,,,,0.24154589371980675,0.0,,False,,,,,,,,,,,,,,,0.48426150121065376,15.847488403320312,0.24154589371980675,31.354032039642334,0.0,62.20020413398743,-0.2403846153846154,125.06000995635986,-0.2403846153846154,172.7019238471985,0.24154589371980675,296.622102022171,-0.23474178403755896,31.354032039642334,0.0,62.20020413398743,0.23474178403755896,125.06000995635986,0.23474178403755896,172.7019238471985,-0.23474178403755896,296.622102022171
v1.7.1,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E036_144707928591,NEW_WATCH_RECLAIM_SHADOW,047040,대우건설,MAIN,MAIN,MAIN,2026-09-08 14:47:07.868,True,T150_S275,1.5,-2.75,2026-09-08 14:47:07.868,2026-09-08 14:47:07.928,2026-09-08 15:20:42.118,2014.19,20770.75,19940.0,-4.0,-0.1,-4.0,STOP_LOSS,63,40,14,5,4,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,,,,,,20750.0,2026-09-08 14:47:07.868,20750.0,,,2.5821596244131455,ACTUAL,497962000000.0,509711922500.0,,,,,,,2026-09-08 09:04:09.225,19730.0,89.0,20565.355173,20260908_047040_E036,2026-09-08 14:46:54.580,20750.0,63.0,0.0,106,31,True,OPEN,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E035_144139500886,2026-09-08 14:46:54.580,,,,,,,0.24154589371980675,0.0,,False,,,,,,,,,,,,,,,0.48426150121065376,15.847488403320312,0.24154589371980675,31.354032039642334,0.0,62.20020413398743,-0.2403846153846154,125.06000995635986,-0.2403846153846154,172.7019238471985,0.24154589371980675,296.622102022171,-0.23474178403755896,31.354032039642334,0.0,62.20020413398743,0.23474178403755896,125.06000995635986,0.23474178403755896,172.7019238471985,-0.23474178403755896,296.622102022171
v1.7.1,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E036_144707928591,NEW_WATCH_RECLAIM_SHADOW,047040,대우건설,MAIN,MAIN,MAIN,2026-09-08 14:47:07.868,True,T150_S300,1.5,-3.0,2026-09-08 14:47:07.868,2026-09-08 14:47:07.928,2026-09-08 15:20:42.118,2014.19,20770.75,19940.0,-4.0,-0.1,-4.0,STOP_LOSS,63,40,14,5,4,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,,,,,,20750.0,2026-09-08 14:47:07.868,20750.0,,,2.5821596244131455,ACTUAL,497962000000.0,509711922500.0,,,,,,,2026-09-08 09:04:09.225,19730.0,89.0,20565.355173,20260908_047040_E036,2026-09-08 14:46:54.580,20750.0,63.0,0.0,106,31,True,OPEN,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E035_144139500886,2026-09-08 14:46:54.580,,,,,,,0.24154589371980675,0.0,,False,,,,,,,,,,,,,,,0.48426150121065376,15.847488403320312,0.24154589371980675,31.354032039642334,0.0,62.20020413398743,-0.2403846153846154,125.06000995635986,-0.2403846153846154,172.7019238471985,0.24154589371980675,296.622102022171,-0.23474178403755896,31.354032039642334,0.0,62.20020413398743,0.23474178403755896,125.06000995635986,0.23474178403755896,172.7019238471985,-0.23474178403755896,296.622102022171
v1.7.1,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E036_144707928591,NEW_WATCH_RECLAIM_SHADOW,047040,대우건설,MAIN,MAIN,MAIN,2026-09-08 14:47:07.868,True,T150_S325,1.5,-3.25,2026-09-08 14:47:07.868,2026-09-08 14:47:07.928,2026-09-08 15:20:42.118,2014.19,20770.75,19940.0,-4.0,-0.1,-4.0,STOP_LOSS,63,40,14,5,4,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,,,,,,20750.0,2026-09-08 14:47:07.868,20750.0,,,2.5821596244131455,ACTUAL,497962000000.0,509711922500.0,,,,,,,2026-09-08 09:04:09.225,19730.0,89.0,20565.355173,20260908_047040_E036,2026-09-08 14:46:54.580,20750.0,63.0,0.0,106,31,True,OPEN,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E035_144139500886,2026-09-08 14:46:54.580,,,,,,,0.24154589371980675,0.0,,False,,,,,,,,,,,,,,,0.48426150121065376,15.847488403320312,0.24154589371980675,31.354032039642334,0.0,62.20020413398743,-0.2403846153846154,125.06000995635986,-0.2403846153846154,172.7019238471985,0.24154589371980675,296.622102022171,-0.23474178403755896,31.354032039642334,0.0,62.20020413398743,0.23474178403755896,125.06000995635986,0.23474178403755896,172.7019238471985,-0.23474178403755896,296.622102022171
v1.7.1,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E036_144707928591,NEW_WATCH_RECLAIM_SHADOW,047040,대우건설,MAIN,MAIN,MAIN,2026-09-08 14:47:07.868,True,T150_S350,1.5,-3.5,2026-09-08 14:47:07.868,2026-09-08 14:47:07.928,2026-09-08 15:20:42.118,2014.19,20770.75,19940.0,-4.0,-0.1,-4.0,STOP_LOSS,63,40,14,5,4,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,,,,,,20750.0,2026-09-08 14:47:07.868,20750.0,,,2.5821596244131455,ACTUAL,497962000000.0,509711922500.0,,,,,,,2026-09-08 09:04:09.225,19730.0,89.0,20565.355173,20260908_047040_E036,2026-09-08 14:46:54.580,20750.0,63.0,0.0,106,31,True,OPEN,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E035_144139500886,2026-09-08 14:46:54.580,,,,,,,0.24154589371980675,0.0,,False,,,,,,,,,,,,,,,0.48426150121065376,15.847488403320312,0.24154589371980675,31.354032039642334,0.0,62.20020413398743,-0.2403846153846154,125.06000995635986,-0.2403846153846154,172.7019238471985,0.24154589371980675,296.622102022171,-0.23474178403755896,31.354032039642334,0.0,62.20020413398743,0.23474178403755896,125.06000995635986,0.23474178403755896,172.7019238471985,-0.23474178403755896,296.622102022171
v1.7.1,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E036_144707928591,NEW_WATCH_RECLAIM_SHADOW,047040,대우건설,MAIN,MAIN,MAIN,2026-09-08 14:47:07.868,True,T175_S050,1.75,-0.5,2026-09-08 14:47:07.868,2026-09-08 14:47:07.928,2026-09-08 15:20:42.119,2014.191,20770.75,19940.0,-4.0,-0.1,-4.0,STOP_LOSS,63,40,14,5,4,NEW_WATCH_RECLAIM_SHADOW,v170_provisional_1,,,,,,20750.0,2026-09-08 14:47:07.868,20750.0,,,2.5821596244131455,ACTUAL,497962000000.0,509711922500.0,,,,,,,2026-09-08 09:04:09.225,19730.0,89.0,20565.355173,20260908_047040_E036,2026-09-08 14:46:54.580,20750.0,63.0,0.0,106,31,True,OPEN,20260908_047040_NEW_WATCH_RECLAIM_SHADOW_E035_144139500886,2026-09-08 14:46:54.580,,,,,,,0.24154589371980675,0.0,,False,,,,,,,,,,,,,,,0.48426150121065376,15.847488403320312,0.24154589371980675,31.354032039642334,0.0,62.20020413398743,-0.2403846153846154,125.06000995635986,-0.2403846153846154,172.7019238471985,0.24154589371980675,296.622102022171,-0.23474178403755896,31.354032039642334,0.0,62.20020413398743,0.23474178403755896,125.06000995635986,0.23474178403755896,172.7019238471985,-0.23474178403755896,296.622102022171
